ETF,Ticker,Technical Action,Score
XLC,LYV,Buy,47.60773748728589
XLC,NFLX,Buy,29.363183589744057
XLC,TTWO,Buy,20.860739970277987
XLC,META,Buy,16.444863210472597
XLC,CHTR,Buy,15.301682297430467
XLC,EA,Buy,13.923598322223791
XLC,NWS,Buy,13.217207281970826
XLC,PARA,Buy,12.634840859671032
XLC,NWSA,Buy,12.175722269494807
XLC,FOXA,Buy,10.295268991481912
XLC,FOX,Buy,10.227599851675357
XLC,DIS,Buy,7.71919862364861
