ETF,Ticker,Technical Action,Score
XLU,NRG,Buy,38.942587164232116
XLU,AES,Sell,37.85041595707593
XLU,D,Sell,31.337438870538936
XLU,EIX,Sell,30.35492365713288
XLU,CEG,Sell,28.648665619514393
XLU,NEE,Sell,23.15716215818001
XLU,AWK,Buy,21.05987548256038
XLU,AEE,Buy,19.237767585291127
XLU,ATO,Buy,19.144919036045355
XLU,PPL,Buy,18.100544471965694
XLU,SRE,Sell,17.060569852684235
XLU,EVRG,Buy,15.654022463494478
XLU,PNW,Buy,15.402165825755516
XLU,ED,Buy,15.187577136337815
XLU,ES,Sell,14.167359896601216
XLU,CNP,Buy,13.858085786169728
XLU,NI,Buy,13.542745585499404
XLU,ETR,Buy,13.49425560694174
XLU,EXC,Buy,13.471932628927728
XLU,LNT,Buy,12.764801741567299
XLU,DUK,Buy,12.380629584357973
XLU,XEL,Buy,12.2851954720619
XLU,SO,Buy,12.209602858937277
XLU,WEC,Buy,10.140752852187196
XLU,FE,Buy,9.991381973663712
XLU,CMS,Buy,9.021875383939088
XLU,AEP,Buy,8.70154281885266
XLU,PEG,Sell,8.221060702563761
XLU,DTE,Buy,8.066505717999153
