,Date,GDP,UnemploymentRate,RealGDP,MarketPrice,PersonalConsumption,Imports,Exports,FedRateHike,CPI,ConsumerSentiment,Recession
26,1952-07-01,367.701,3.2,2566.153,,,88.497,,,,,
27,1952-10-01,380.812,3.0,2650.431,,,96.431,,,,,
28,1953-01-01,387.98,2.9,2699.699,,,94.054,,,,,
29,1953-04-01,391.749,2.7,2720.566,,,98.932,,,,,
30,1953-07-01,391.171,2.6,2705.258,,,98.555,,,,,
31,1953-10-01,385.97,3.1,2664.302,,,93.707,,,,,
32,1954-01-01,385.345,4.9,2651.566,,,88.296,,,,,
33,1954-04-01,386.121,5.9,2654.456,,,96.237,,,,,
34,1954-07-01,390.996,5.8,2684.434,,,90.432,,1.13,,,
35,1954-10-01,399.734,5.7,2736.96,,,91.29,,0.5,,,
36,1955-01-01,413.073,4.9,2815.134,,,96.684,,1.44,,,
37,1955-04-01,421.532,4.7,2860.942,,,102.167,,1.44,,,
38,1955-07-01,430.221,4.0,2899.578,,,103.886,,1.69,,,
39,1955-10-01,437.092,4.3,2916.985,,,107.65,,2.19,,,
40,1956-01-01,439.746,4.0,2905.656,,,112.169,,2.5,,,
41,1956-04-01,446.01,4.0,2929.666,,,111.585,,2.5,,,
42,1956-07-01,451.191,4.4,2927.034,,,112.555,,2.75,,,
43,1956-10-01,460.463,3.9,2975.209,,,107.392,,3.0,,,
44,1957-01-01,469.779,4.2,2994.259,,,115.936,,3.0,,,
45,1957-04-01,472.025,3.9,2987.699,,,116.84,,3.0,,,
46,1957-07-01,479.49,4.2,3016.979,,,114.584,,3.0,,,
47,1957-10-01,474.864,4.5,2985.775,,,114.971,,3.5,,,
48,1958-01-01,467.54,5.8,2908.281,,,116.672,,3.0,,,
49,1958-04-01,471.978,7.4,2927.395,,,121.661,,0.25,,,
50,1958-07-01,485.841,7.5,2995.112,,,119.829,,0.25,,,
51,1958-10-01,499.555,6.7,3065.141,,,126.132,,1.0,,,
52,1959-01-01,510.33,6.0,3123.978,,,129.446,,2.38,,,
53,1959-04-01,522.653,5.2,3194.429,,,135.745,,2.25,,,
54,1959-07-01,525.034,5.1,3196.683,,,137.041,,2.75,,,
