,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,63,XLI,NLSN,Buy,49.50170193430047,16.00746980118893,800.3734900594465
1,27,XLU,NRG,Buy,26.476818775026683,8.561864752353406,428.0932376176703
2,27,XLF,ALL,Buy,26.0605450544563,8.427253441010961,421.362672050548
3,8,XLY,BKNG,Buy,25.127678836574557,8.125590523822572,406.2795261911286
4,2,XLRE,CCI,Buy,23.526141065370805,7.607697875565088,380.3848937782544
5,27,XLP,SJM,Buy,21.768069881894373,7.039186687501486,351.9593343750743
6,4,XLV,LLY,Buy,21.50754450512562,6.954940046717212,347.7470023358606
7,3,XLB,NEM,Buy,21.264168873208085,6.876239155110782,343.8119577555391
8,33,XLK,FTNT,Buy,17.795866797238148,5.754686994819908,287.73434974099536
9,6,XLC,CHTR,Buy,17.132972965547285,5.5403256177854505,277.01628088927254
10,5,XLE,PXD,Buy,14.568403188474637,4.711015277829513,235.55076389147567
11,6,XLP,PM,Buy,13.916172709064634,4.500102131521381,225.00510657606907
12,3,XLP,COST,Buy,12.592542489969947,4.0720770347636925,203.6038517381846
13,17,XLU,FE,Buy,9.16233728851954,2.962844341169143,148.14221705845716
14,22,XLU,ATO,Buy,8.840299552052427,2.8587063188404893,142.93531594202446
