,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,36,XLY,NVR,Buy,47.84283555832295,8.182146485924752,409.1073242962376
1,0,XLK,AAPL,Buy,32.76937860950463,5.604263478673602,280.2131739336801
2,5,XLK,AVGO,Buy,31.375336665748907,5.365852538807219,268.29262694036095
3,0,XLV,UNH,Buy,27.24147329928649,4.658873631255629,232.94368156278145
4,0,XLY,AMZN,Buy,26.184938976773065,4.478183701544549,223.90918507722745
5,23,XLK,LRCX,Buy,25.65697983559342,4.387891414699452,219.39457073497263
6,6,XLI,BA,Buy,25.64842116470033,4.3864276992203255,219.3213849610163
7,37,XLI,GWW,Buy,25.0520150607263,4.2844295201645215,214.2214760082261
8,20,XLV,REGN,Buy,24.42514490328729,4.177221337456203,208.8610668728101
9,5,XLI,DE,Buy,24.207981107073653,4.140081691126224,207.0040845563112
10,8,XLY,BKNG,Buy,22.419514662821847,3.834215739385336,191.7107869692668
11,3,XLP,COST,Buy,21.78212591515351,3.725208653140524,186.26043265702617
12,59,XLF,LNC,Buy,20.944930097660578,3.5820302914027438,179.10151457013717
13,3,XLRE,EQIX,Buy,20.734373064503224,3.546020542632,177.3010271316
14,6,XLC,CHTR,Buy,20.70767417112662,3.541454461753429,177.07272308767148
15,0,XLB,LIN,Buy,19.16340373364148,3.277351241575704,163.8675620787852
16,33,XLF,AMP,Buy,17.706644476139036,3.028214301833042,151.4107150916521
17,8,XLB,NUE,Buy,17.260906322256506,2.951983559510369,147.59917797551844
18,16,XLB,MLM,Buy,16.922251809808106,2.894066406468837,144.70332032344183
19,23,XLV,HUM,Buy,16.86895005865028,2.884950668849189,144.24753344245946
20,5,XLE,PXD,Buy,16.20652570040703,2.7716619586015776,138.58309793007888
21,27,XLU,NRG,Buy,15.366684777192466,2.6280312273034947,131.40156136517473
22,1,XLC,GOOGL,Buy,14.23971400379423,2.435295160435984,121.76475802179918
23,2,XLC,GOOG,Buy,14.147912624898398,2.419595164376596,120.9797582188298
24,7,XLE,MPC,Buy,13.68464762844457,2.340366957717193,117.01834788585968
25,0,XLF,JPM,Buy,13.203831154324629,2.258137073593805,112.90685367969024
26,0,XLE,XOM,Buy,12.957709952390903,2.2160450925476844,110.80225462738424
