,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,36,XLY,NVR,Buy,43.643569192849846,11.696949581214415,584.8474790607208
1,2,XLC,GOOG,Buy,38.53404347547632,10.32754130857873,516.3770654289365
2,0,XLK,AAPL,Buy,31.62282672465956,8.475260311075155,423.7630155537578
3,5,XLK,AVGO,Buy,31.01566678246059,8.312534865769507,415.6267432884753
4,59,XLV,BIO,Buy,26.718746073831944,7.160913543021695,358.0456771510848
5,38,XLI,GWW,Buy,23.300836607097946,6.244876760400056,312.2438380200028
6,1,XLI,UPS,Buy,22.067832791428728,5.914418373699395,295.7209186849698
7,23,XLK,LRCX,Buy,21.663949040276503,5.806173150834505,290.30865754172527
8,42,XLI,URI,Buy,20.418046392351062,5.472257737283201,273.61288686416003
9,56,XLF,RE,Buy,19.085329305542743,5.115075113159649,255.7537556579824
10,3,XLRE,EQIX,Buy,18.863386779906897,5.055592110731076,252.77960553655376
11,8,XLB,NUE,Buy,18.73325213896917,5.020714616475465,251.0357308237733
12,16,XLP,HSY,Buy,14.239505187405946,3.816341727289709,190.81708636448545
13,1,XLC,GOOGL,Buy,13.289973929006806,3.561857058398296,178.0928529199148
14,7,XLE,MPC,Buy,11.81709396267539,3.167109263385649,158.35546316928247
15,12,XLC,WBD,Buy,9.770757928944365,2.618669026818208,130.9334513409104
16,26,XLU,NI,Buy,8.334422081906547,2.2337154518652977,111.68577259326489
