,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,36,XLY,NVR,Buy,46.11134273531582,6.495707110709474,324.7853555354737
1,0,XLY,AMZN,Buy,35.227783178781586,4.962539542655455,248.1269771327728
2,5,XLK,AVGO,Buy,34.29891471408244,4.831689796516118,241.5844898258059
3,3,XLP,COST,Buy,29.676387277153182,4.180514129959043,209.02570649795217
4,0,XLK,AAPL,Buy,28.102190590048263,3.958756965506507,197.9378482753253
5,2,XLK,NVDA,Buy,27.993294581264827,3.943416779412973,197.17083897064867
6,42,XLI,URI,Buy,27.48273985012341,3.871494909418463,193.57474547092315
7,16,XLB,MLM,Buy,26.57590696875368,3.743749316982546,187.1874658491273
8,8,XLF,BLK,Buy,26.274300402318765,3.70126198518929,185.0630992594645
9,20,XLV,REGN,Buy,25.2367217292841,3.5550982266746223,177.75491133373112
10,29,XLI,TDG,Buy,24.02354348490141,3.384197747939285,169.20988739696426
11,37,XLV,MTD,Buy,22.77469974664286,3.2082730693339467,160.41365346669733
12,33,XLF,AMP,Buy,22.492905749210863,3.168576735107002,158.42883675535012
13,59,XLF,LNC,Buy,22.20987330710131,3.128705941117644,156.4352970558822
14,24,XLV,MRNA,Buy,22.190408754326647,3.12596396861446,156.29819843072295
15,5,XLI,CAT,Buy,21.89908135985852,3.084924664279872,154.2462332139936
16,0,XLC,META,Buy,21.54892204908581,3.035597705012529,151.77988525062645
17,8,XLY,BKNG,Buy,19.41394118951672,2.7348428467049617,136.74214233524808
18,20,XLU,CEG,Buy,19.39321221606937,2.731922755199656,136.5961377599828
19,9,XLRE,SPG,Buy,19.074187196346745,2.686981685038206,134.3490842519103
20,0,XLU,NEE,Buy,18.85730888376601,2.65643002651731,132.8215013258655
21,4,XLRE,PSA,Buy,18.531285673676617,2.610503120935963,130.52515604679814
22,7,XLP,MO,Buy,18.42356278627877,2.595328192509504,129.7664096254752
23,18,XLE,FANG,Buy,17.887081024940187,2.5197539805006217,125.98769902503108
24,13,XLP,STZ,Buy,17.780539937513,2.504745532293941,125.23727661469704
25,0,XLRE,AMT,Buy,17.13149739437773,2.413314877437565,120.66574387187823
26,0,XLB,LIN,Buy,17.041598596309232,2.4006508293483613,120.03254146741806
27,2,XLC,GOOG,Buy,16.258972718623884,2.290402283607956,114.5201141803978
28,1,XLC,GOOGL,Buy,16.25540031678761,2.289899039186223,114.49495195931114
29,3,XLB,NEM,Buy,14.981968504323296,2.110510637362633,105.52553186813164
30,16,XLU,ETR,Buy,14.72453238719645,2.07424559892788,103.712279946394
