,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,13,XLK,IBM,Buy,640.2025368444126,13.522213710599472,676.1106855299737
1,43,XLK,GLW,Buy,320.9094388340198,6.778176848613089,338.90884243065443
2,10,XLV,AMGN,Buy,318.0606006340772,6.71800433015288,335.900216507644
3,60,XLK,NTAP,Buy,289.02872594103246,6.104799615354784,305.2399807677392
4,4,XLI,LMT,Buy,239.08608125952745,5.049922329199996,252.49611645999977
5,11,XLE,KMI,Buy,239.0813642870876,5.049822698371113,252.49113491855564
6,11,XLK,QCOM,Buy,201.70411253332156,4.260348809966112,213.0174404983056
7,12,XLE,DVN,Buy,178.51675346782991,3.770590637164332,188.5295318582166
8,53,XLF,CBOE,Buy,177.70691068009688,3.7534853203036858,187.6742660151843
9,45,XLY,TPR,Buy,175.25449300142515,3.701685906758546,185.08429533792727
10,30,XLK,NXPI,Buy,155.30703816711588,3.2803602610002667,164.01801305001334
11,31,XLF,FRC,Buy,147.00553088964458,3.105017695068909,155.25088475344543
12,18,XLI,EMR,Buy,145.0405708238904,3.0635142513729665,153.17571256864832
13,24,XLK,FIS,Buy,130.01684805859333,2.746186564790372,137.3093282395186
14,16,XLK,ORCL,Buy,128.22546677591043,2.708349413033673,135.41747065168366
15,40,XLK,MCHP,Buy,127.38919815520777,2.690685935684226,134.5342967842113
16,49,XLV,DGX,Buy,119.26916663150996,2.5191764597276647,125.95882298638324
17,6,XLP,PM,Buy,105.93217380953791,2.2374755028955207,111.87377514477603
18,14,XLV,CI,Buy,100.89435997722909,2.1310679344243413,106.55339672121708
19,14,XLI,FDX,Buy,84.33594817946272,1.7813248919472635,89.06624459736318
20,17,XLB,AMCR,Buy,81.51580491271957,1.721758461399556,86.0879230699778
21,3,XLY,MCD,Buy,79.60421953023749,1.681382385735453,84.06911928677265
22,55,XLI,MAS,Buy,72.12398925620579,1.5233866475921427,76.16933237960714
23,17,XLF,AON,Buy,67.53490395162848,1.4264570219606425,71.32285109803212
24,10,XLP,KMB,Buy,66.53559458070922,1.405349834627114,70.2674917313557
25,1,XLU,DUK,Buy,66.23123052857953,1.39892112570789,69.94605628539449
26,26,XLP,CAG,Buy,55.60892093090072,1.1745590961727388,58.72795480863694
27,46,XLY,BWA,Buy,48.21498758957384,1.0183861023946033,50.91930511973017
28,5,XLRE,O,Buy,39.13950310681397,0.8266957643525145,41.33478821762572
29,8,XLE,VLO,Buy,36.06725632266424,0.7618044601228486,38.09022300614243
30,28,XLRE,REG,Buy,33.333616151343804,0.7040651284627835,35.20325642313917
31,3,XLU,D,Buy,30.256941012320183,0.6390802895194218,31.95401447597109
32,2,XLRE,CCI,Buy,20.93730325306588,0.4422330009922973,22.111650049614862
33,6,XLU,EXC,Buy,14.379074184368465,0.3037115645307852,15.18557822653926
