,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,36,XLY,NVR,Buy,50.016102694268326,10.009232255742608,500.4616127871304
1,5,XLK,AVGO,Buy,36.42759296345288,7.289897030114628,364.4948515057314
2,30,XLP,LW,Buy,35.89318057236705,7.182950317864341,359.147515893217
3,6,XLI,DE,Buy,35.43836316747777,7.091932169822737,354.59660849113686
4,0,XLK,AAPL,Buy,34.00133970440873,6.80435475327089,340.2177376635445
5,38,XLI,GWW,Buy,33.767453996332826,6.757549499616075,337.8774749808037
6,10,XLRE,VICI,Buy,31.888496726453788,6.381532203190647,319.0766101595324
7,56,XLF,RE,Buy,27.35171522282332,5.47363060116122,273.68153005806096
8,5,XLV,MRK,Buy,26.877714396014767,5.378773462972312,268.9386731486156
9,42,XLI,URI,Buy,25.972700640977223,5.197661933267888,259.8830966633944
10,23,XLK,LRCX,Buy,25.50944460652837,5.104955045027988,255.24775225139945
11,7,XLE,MPC,Buy,24.30937836317841,4.864797553641864,243.2398776820932
12,7,XLC,T,Buy,23.39486960831237,4.681785882714268,234.08929413571343
13,8,XLB,NUE,Buy,22.814640152210814,4.565670250449919,228.28351252249595
14,0,XLB,LIN,Buy,18.495416677200183,3.701306403668404,185.06532018342017
15,28,XLU,PNW,Buy,13.840689648220769,2.7698015200326616,138.49007600163307
16,0,XLC,META,Buy,11.702781921303483,2.3419630074867,117.098150374335
17,10,XLB,DD,Buy,11.693799577092143,2.340165459005925,117.00827295029626
18,8,XLC,NFLX,Buy,10.3040107695019,2.0620406509489304,103.10203254744653
