,Unnamed: 0,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
0,36,XLY,NVR,Buy,47.466278169351135,8.541256238752943,427.0628119376472
1,0,XLK,AAPL,Buy,34.33633868153333,6.178606756005316,308.93033780026576
2,5,XLK,AVGO,Buy,33.96655328699913,6.11206621543889,305.6033107719445
3,37,XLI,GWW,Buy,27.945737255555706,5.028658489485034,251.4329244742517
4,8,XLY,BKNG,Buy,27.122288242394376,4.880484052975273,244.0242026487637
5,6,XLI,BA,Buy,25.574539318896285,4.601976433277651,230.0988216638825
6,41,XLI,URI,Buy,24.7821456589588,4.459390210963312,222.9695105481656
7,12,XLB,ALB,Buy,24.31695723880689,4.3756824999512505,218.78412499756251
8,4,XLRE,PSA,Buy,23.41653047192727,4.213656404020338,210.6828202010169
9,3,XLP,COST,Buy,23.21324750788714,4.177076921663512,208.8538460831756
10,25,XLK,FISV,Buy,22.59965571779903,4.066664963800728,203.3332481900364
11,8,XLF,BLK,Buy,21.947612878070952,3.949333982995965,197.46669914979827
12,6,XLC,CHTR,Buy,20.43021924660845,3.676288605915156,183.8144302957578
13,0,XLY,AMZN,Buy,19.73252742302084,3.550743379477064,177.53716897385323
14,3,XLRE,EQIX,Buy,19.674561585480987,3.54031279400425,177.01563970021252
15,8,XLB,NUE,Buy,19.44686667748625,3.4993405368893438,174.96702684446717
16,60,XLF,LNC,Buy,18.75463472301637,3.374777779331543,168.73888896657718
17,0,XLB,LIN,Buy,17.9298026025571,3.226354461420228,161.3177230710114
18,20,XLU,CEG,Buy,15.96460266810674,2.872729175261617,143.63645876308084
19,29,XLRE,VNO,Buy,15.570435864925075,2.801801354572306,140.09006772861528
20,27,XLV,MCK,Buy,15.18428991249261,2.7323168351938176,136.61584175969088
21,1,XLC,GOOGL,Buy,14.576158267190392,2.6228873958160626,131.14436979080313
22,2,XLC,GOOG,Buy,14.559146683393392,2.6198262690152885,130.99131345076444
23,33,XLF,AMP,Buy,14.235117506476524,2.561519270117991,128.07596350589955
24,6,XLE,SLB,Buy,12.983224078120662,2.336248973655131,116.81244868275655
