Ticker,Beta,Dividend_Yield,Forward_PE,Trailing_PE,Market_Cap,Trailing_EPS,Forward_EPS,PEG_Ratio,Price_To_Book,EV_to_EBITDA,Free_Cash_Flow,Debt_to_Equity,Earnings_Growth,Ebitda_Margins,Quick_Ratio,Target_Mean_Price,Return_on_Equity,Revenue_Growth,Current_Ratio,Current_Price,ETF,date
MAS,1.25,0.014400001,18.155184,21.425531,17380739072.0,3.76,4.42,,,13.462,891000000.0,2238.028,-0.329,0.18955,1.111,87.22389,5.70874,0.002,1.833,80.56,XLI,2024-11-29
HWM,1.293,0.0027,37.170544,45.53077,48093175808.0,2.6,3.17,,10.835697,28.524,706249984.0,78.925,0.766,0.24374,0.824,123.18727,0.25719,0.107,2.235,118.38,XLI,2024-11-29
UAL,1.393,,7.9094615,11.541121,31845064704.0,8.39,12.09,,2.7841516,6.8,-1218749952.0,291.676,-0.151,0.13364,0.694,98.96087,0.27245,0.025,0.795,96.83,XLI,2024-11-29
CHRW,0.842,0.023599999,21.846956,36.53287,12480083968.0,2.89,4.76,,7.6016994,21.107,117191624.0,116.88,0.186,0.03795,1.355,109.20391,0.22818,0.07,1.49,105.58,XLI,2024-11-29
NDSN,0.907,0.012,25.137491,31.750607,14923799552.0,8.22,10.41,,5.2295265,19.881,450169760.0,56.526,-0.083,0.30726,1.358,277.66666,0.17406,0.02,2.362,260.99,XLI,2024-11-29
SNA,0.954,0.0232,18.439554,18.99743,19411460096.0,19.46,20.12,,3.5453708,13.095,818550016.0,23.352,0.033,0.29003,2.987,327.375,0.20599002,-0.005,4.183,369.69,XLI,2024-11-29
AAL,1.399,,7.0951447,34.57143,9541542912.0,0.42,2.02,,,7.863,445375008.0,,,0.094510004,0.422,14.5115,,0.012,0.566,14.52,XLI,2024-11-29
RHI,1.224,0.028399998,25.159925,27.130909,7703258624.0,2.75,2.93,,5.137722,24.366,224114368.0,16.213,-0.315,0.05055,1.111,64.7,0.1864,-0.063,1.722,74.61,XLI,2024-11-29
NLSN,,,,,,,,,,,,,,,,,,,,,XLI,2024-11-29
ALLE,1.123,0.0136,18.074183,21.667692,12243122176.0,6.5,7.79,,7.79284,15.728,483849984.0,162.864,0.115,0.23856,1.226,148.112,0.40822,0.054,1.706,140.84,XLI,2024-11-29
FBHS,,,,,,,,,,,,,,,,,,,,,XLI,2024-11-29
HII,0.548,0.0271,12.665575,11.18192,7744471040.0,17.7,15.68,,1.8425903,9.908,119000000.0,67.095,-0.318,0.091479994,0.699,231.51,0.17666,-0.024,0.788,197.92,XLI,2024-11-29
ROL,0.701,0.0128999995,45.28115,51.886597,24375070720.0,0.97,1.12,,18.496878,66.392,447092736.0,63.703,0.072,0.22884001,0.58,47.93,0.38792,0.09,0.782,50.33,XLI,2024-11-29
PNR,1.189,0.0084,22.503159,27.2475,18008526848.0,4.0,4.85,,5.1471076,19.952,572000000.0,49.774,0.057,0.23903,0.828,109.2785,0.20408002,-0.015,1.603,108.99,XLI,2024-11-29
AOS,1.169,0.0184,18.35606,19.654354,10800677888.0,3.79,4.07,,5.635071,13.14,403024992.0,7.471,-0.113,0.20778999,0.964,82.189,0.29544002,-0.037,1.673,74.49,XLI,2024-11-29
ALK,1.593,,9.976273,20.956175,6677306880.0,2.51,5.4,,1.4811894,7.899,925000000.0,137.129,0.698,0.12154,0.483,61.11933,0.07513,0.082,0.598,52.6,XLI,2024-11-29
SPGI,1.183,0.0069999998,31.065819,46.03612,162134851584.0,11.35,16.81,,4.7697773,26.635,4448374784.0,31.362,0.309,0.48264,0.787,575.5605,0.099309996,0.159,0.945,522.51,XLI,2024-11-29
